dim2_type,dim2_code,dimension2_type,dimension2_code
sa2_current,205500,SA2,205500
sa2_current,205700,SA2,205700
sa2_current,205800,SA2,205800
sa2_current,205900,SA2,205900
sa2_current,206000,SA2,206000
sa2_current,206100,SA2,206100
sa2_current,206200,SA2,206200
sa2_current,206300,SA2,206300
sa2_current,206400,SA2,206400
sa2_current,206500,SA2,206500
sa2_current,206601,SA2,206601
sa2_current,206700,SA2,206700
sa2_current,206801,SA2,206801
sa2_current,208500,SA2,208500
sa2_current,208700,SA2,208700
sa2_current,208800,SA2,208800
sa2_current,208901,SA2,208901
sa2_current,209000,SA2,209000
sa2_current,209100,SA2,209100
sa2_current,209201,SA2,209201
sa2_current,209301,SA2,209301
sa2_current,209401,SA2,209401
sa2_current,209500,SA2,209500
sa2_current,209601,SA2,209601
sa2_current,209700,SA2,209700
sa2_current,209800,SA2,209800
sa2_current,209901,SA2,209901
sa2_current,211500,SA2,211500
sa2_current,211600,SA2,211600
sa2_current,211800,SA2,211800
sa2_current,211900,SA2,211900
sa2_current,212000,SA2,212000
sa2_current,212100,SA2,212100
sa2_current,212201,SA2,212201
sa2_current,212301,SA2,212301
sa2_current,212400,SA2,212400
sa2_current,212500,SA2,212500
sa2_current,212600,SA2,212600
sa2_current,212800,SA2,212800
sa2_current,214400,SA2,214400
sa2_current,214500,SA2,214500
sa2_current,214600,SA2,214600
sa2_current,214700,SA2,214700
sa2_current,214800,SA2,214800
sa2_current,214900,SA2,214900
sa2_current,215000,SA2,215000
sa2_current,215101,SA2,215101
sa2_current,215200,SA2,215200
sa2_current,215300,SA2,215300
sa2_current,215401,SA2,215401
sa2_current,215500,SA2,215500
sa2_current,215600,SA2,215600
sa2_current,215700,SA2,215700
sa2_current,215801,SA2,215801
sa2_current,216101,SA2,216101
sa2_current,217800,SA2,217800
sa2_current,217901,SA2,217901
sa2_current,218001,SA2,218001
sa2_current,218100,SA2,218100
sa2_current,218201,SA2,218201
sa2_current,218301,SA2,218301
sa2_current,218401,SA2,218401
sa2_current,218402,SA2,218402
sa2_current,218500,SA2,218500
sa2_current,218600,SA2,218600
sa2_current,218700,SA2,218700
sa2_current,218801,SA2,218801
sa2_current,218901,SA2,218901
sa2_current,219301,SA2,219301
sa2_current,220600,SA2,220600
sa2_current,220700,SA2,220700
sa2_current,220800,SA2,220800
sa2_current,220901,SA2,220901
sa2_current,221001,SA2,221001
sa2_current,221100,SA2,221100
sa2_current,221201,SA2,221201
sa2_current,221301,SA2,221301
sa2_current,221401,SA2,221401
sa2_current,221402,SA2,221402
sa2_current,221500,SA2,221500
sa2_current,221600,SA2,221600
sa2_current,221700,SA2,221700
sa2_current,221800,SA2,221800
sa2_current,221900,SA2,221900
sa2_current,222101,SA2,222101
sa2_current,222201,SA2,222201
sa2_current,223600,SA2,223600
sa2_current,223800,SA2,223800
sa2_current,223901,SA2,223901
sa2_current,224000,SA2,224000
sa2_current,224100,SA2,224100
sa2_current,224200,SA2,224200
sa2_current,224301,SA2,224301
sa2_current,224401,SA2,224401
sa2_current,224500,SA2,224500
sa2_current,224600,SA2,224600
sa2_current,224700,SA2,224700
sa2_current,224800,SA2,224800
sa2_current,224900,SA2,224900
sa2_current,225000,SA2,225000
sa2_current,226800,SA2,226800
sa2_current,226900,SA2,226900
sa2_current,227000,SA2,227000
sa2_current,227100,SA2,227100
sa2_current,227200,SA2,227200
sa2_current,227300,SA2,227300
sa2_current,227400,SA2,227400
sa2_current,227500,SA2,227500
sa2_current,227600,SA2,227600
sa2_current,227700,SA2,227700
sa2_current,227800,SA2,227800
sa2_current,227900,SA2,227900
sa2_current,228000,SA2,228000
sa2_current,229600,SA2,229600
sa2_current,229700,SA2,229700
sa2_current,229800,SA2,229800
sa2_current,229900,SA2,229900
sa2_current,230000,SA2,230000
sa2_current,230100,SA2,230100
sa2_current,230200,SA2,230200
sa2_current,230300,SA2,230300
sa2_current,230400,SA2,230400
sa2_current,230500,SA2,230500
sa2_current,230600,SA2,230600
sa2_current,230700,SA2,230700
sa2_current,230800,SA2,230800
sa2_current,230900,SA2,230900
sa2_current,231000,SA2,231000
sa2_current,231101,SA2,231101
sa2_current,232800,SA2,232800
sa2_current,232900,SA2,232900
sa2_current,233000,SA2,233000
sa2_current,233100,SA2,233100
sa2_current,233200,SA2,233200
sa2_current,233300,SA2,233300
sa2_current,233400,SA2,233400
sa2_current,233500,SA2,233500
sa2_current,233600,SA2,233600
sa2_current,233700,SA2,233700
sa2_current,233801,SA2,233801
sa2_current,233900,SA2,233900
sa2_current,234001,SA2,234001
sa2_current,234100,SA2,234100
sa2_current,234201,SA2,234201
sa2_current,234301,SA2,234301
sa2_current,235700,SA2,235700
sa2_current,235800,SA2,235800
sa2_current,235900,SA2,235900
sa2_current,236000,SA2,236000
sa2_current,204200,SA2,204200
sa2_current,204301,SA2,204301
sa2_current,204400,SA2,204400
sa2_current,204500,SA2,204500
sa2_current,204600,SA2,204600
sa2_current,204700,SA2,204700
sa2_current,204800,SA2,204800
sa2_current,204900,SA2,204900
sa2_current,205000,SA2,205000
sa2_current,205100,SA2,205100
sa2_current,205201,SA2,205201
sa2_current,205401,SA2,205401
sa2_current,205601,SA2,205601
sa2_current,206900,SA2,206900
sa2_current,207000,SA2,207000
sa2_current,207100,SA2,207100
sa2_current,207200,SA2,207200
sa2_current,207301,SA2,207301
sa2_current,207400,SA2,207400
sa2_current,207600,SA2,207600
sa2_current,207700,SA2,207700
sa2_current,207800,SA2,207800
sa2_current,207900,SA2,207900
sa2_current,208001,SA2,208001
sa2_current,208100,SA2,208100
sa2_current,208200,SA2,208200
sa2_current,208301,SA2,208301
sa2_current,208401,SA2,208401
sa2_current,208601,SA2,208601
sa2_current,210000,SA2,210000
sa2_current,210100,SA2,210100
sa2_current,210201,SA2,210201
sa2_current,210300,SA2,210300
sa2_current,210400,SA2,210400
sa2_current,210500,SA2,210500
sa2_current,210600,SA2,210600
sa2_current,210700,SA2,210700
sa2_current,210800,SA2,210800
sa2_current,210900,SA2,210900
sa2_current,211000,SA2,211000
sa2_current,211100,SA2,211100
sa2_current,211201,SA2,211201
sa2_current,211301,SA2,211301
sa2_current,211302,SA2,211302
sa2_current,211401,SA2,211401
sa2_current,211701,SA2,211701
sa2_current,212900,SA2,212900
sa2_current,213000,SA2,213000
sa2_current,213100,SA2,213100
sa2_current,213200,SA2,213200
sa2_current,213300,SA2,213300
sa2_current,213400,SA2,213400
sa2_current,213500,SA2,213500
sa2_current,213600,SA2,213600
sa2_current,213700,SA2,213700
sa2_current,213800,SA2,213800
sa2_current,213900,SA2,213900
sa2_current,214000,SA2,214000
sa2_current,214100,SA2,214100
sa2_current,214200,SA2,214200
sa2_current,214300,SA2,214300
sa2_current,215900,SA2,215900
sa2_current,216000,SA2,216000
sa2_current,216200,SA2,216200
sa2_current,216300,SA2,216300
sa2_current,216401,SA2,216401
sa2_current,216500,SA2,216500
sa2_current,216600,SA2,216600
sa2_current,216700,SA2,216700
sa2_current,216800,SA2,216800
sa2_current,216900,SA2,216900
sa2_current,217000,SA2,217000
sa2_current,217100,SA2,217100
sa2_current,217201,SA2,217201
sa2_current,217300,SA2,217300
sa2_current,217400,SA2,217400
sa2_current,217501,SA2,217501
sa2_current,217502,SA2,217502
sa2_current,217601,SA2,217601
sa2_current,217701,SA2,217701
sa2_current,219000,SA2,219000
sa2_current,219100,SA2,219100
sa2_current,219200,SA2,219200
sa2_current,219401,SA2,219401
sa2_current,219501,SA2,219501
sa2_current,219601,SA2,219601
sa2_current,219700,SA2,219700
sa2_current,219800,SA2,219800
sa2_current,219900,SA2,219900
sa2_current,220001,SA2,220001
sa2_current,220101,SA2,220101
sa2_current,220200,SA2,220200
sa2_current,220301,SA2,220301
sa2_current,220400,SA2,220400
sa2_current,220501,SA2,220501
sa2_current,220902,SA2,220902
sa2_current,222000,SA2,222000
sa2_current,222300,SA2,222300
sa2_current,222400,SA2,222400
sa2_current,222500,SA2,222500
sa2_current,222600,SA2,222600
sa2_current,222700,SA2,222700
sa2_current,222800,SA2,222800
sa2_current,222900,SA2,222900
sa2_current,223000,SA2,223000
sa2_current,223100,SA2,223100
sa2_current,223200,SA2,223200
sa2_current,223300,SA2,223300
sa2_current,223400,SA2,223400
sa2_current,223501,SA2,223501
sa2_current,223701,SA2,223701
sa2_current,225100,SA2,225100
sa2_current,225200,SA2,225200
sa2_current,225300,SA2,225300
sa2_current,225400,SA2,225400
sa2_current,225500,SA2,225500
sa2_current,225600,SA2,225600
sa2_current,225700,SA2,225700
sa2_current,225800,SA2,225800
sa2_current,225900,SA2,225900
sa2_current,226000,SA2,226000
sa2_current,226100,SA2,226100
sa2_current,226200,SA2,226200
sa2_current,226300,SA2,226300
sa2_current,226400,SA2,226400
sa2_current,226500,SA2,226500
sa2_current,226601,SA2,226601
sa2_current,226701,SA2,226701
sa2_current,228100,SA2,228100
sa2_current,228200,SA2,228200
sa2_current,228300,SA2,228300
sa2_current,228400,SA2,228400
sa2_current,228500,SA2,228500
sa2_current,228600,SA2,228600
sa2_current,228700,SA2,228700
sa2_current,228800,SA2,228800
sa2_current,228901,SA2,228901
sa2_current,229001,SA2,229001
sa2_current,229100,SA2,229100
sa2_current,229201,SA2,229201
sa2_current,229300,SA2,229300
sa2_current,229400,SA2,229400
sa2_current,229500,SA2,229500
sa2_current,231200,SA2,231200
sa2_current,231300,SA2,231300
sa2_current,231400,SA2,231400
sa2_current,231500,SA2,231500
sa2_current,231600,SA2,231600
sa2_current,231700,SA2,231700
sa2_current,231800,SA2,231800
sa2_current,231900,SA2,231900
sa2_current,232000,SA2,232000
sa2_current,232101,SA2,232101
sa2_current,232200,SA2,232200
sa2_current,232300,SA2,232300
sa2_current,232400,SA2,232400
sa2_current,232501,SA2,232501
sa2_current,232601,SA2,232601
sa2_current,232701,SA2,232701
sa2_current,232702,SA2,232702
sa2_current,234400,SA2,234400
sa2_current,234500,SA2,234500
sa2_current,234600,SA2,234600
sa2_current,234700,SA2,234700
sa2_current,234801,SA2,234801
sa2_current,234900,SA2,234900
sa2_current,235000,SA2,235000
sa2_current,235100,SA2,235100
sa2_current,235200,SA2,235200
sa2_current,235301,SA2,235301
sa2_current,236100,SA2,236100
sa2_current,236300,SA2,236300
sa2_current,236401,SA2,236401
sa2_current,236500,SA2,236500
sa2_current,236600,SA2,236600
sa2_current,236701,SA2,236701
sa2_current,236800,SA2,236800
sa2_current,236900,SA2,236900
sa2_current,237001,SA2,237001
sa2_current,237100,SA2,237100
sa2_current,237401,SA2,237401
sa2_current,238800,SA2,238800
sa2_current,238900,SA2,238900
sa2_current,239000,SA2,239000
sa2_current,239100,SA2,239100
sa2_current,239200,SA2,239200
sa2_current,239300,SA2,239300
sa2_current,239401,SA2,239401
sa2_current,239500,SA2,239500
sa2_current,239600,SA2,239600
sa2_current,239801,SA2,239801
sa2_current,239900,SA2,239900
sa2_current,240000,SA2,240000
sa2_current,240100,SA2,240100
sa2_current,240201,SA2,240201
sa2_current,240401,SA2,240401
sa2_current,240602,SA2,240602
sa2_current,240802,SA2,240802
sa2_current,241800,SA2,241800
sa2_current,241900,SA2,241900
sa2_current,242000,SA2,242000
sa2_current,242100,SA2,242100
sa2_current,242200,SA2,242200
sa2_current,242300,SA2,242300
sa2_current,242400,SA2,242400
sa2_current,242500,SA2,242500
sa2_current,242600,SA2,242600
sa2_current,242700,SA2,242700
sa2_current,242800,SA2,242800
sa2_current,242900,SA2,242900
sa2_current,243000,SA2,243000
sa2_current,243100,SA2,243100
sa2_current,243200,SA2,243200
sa2_current,244800,SA2,244800
sa2_current,244900,SA2,244900
sa2_current,245000,SA2,245000
sa2_current,245100,SA2,245100
sa2_current,245200,SA2,245200
sa2_current,245300,SA2,245300
sa2_current,245400,SA2,245400
sa2_current,245500,SA2,245500
sa2_current,245600,SA2,245600
sa2_current,245700,SA2,245700
sa2_current,245800,SA2,245800
sa2_current,245900,SA2,245900
sa2_current,246001,SA2,246001
sa2_current,246002,SA2,246002
sa2_current,246100,SA2,246100
sa2_current,246200,SA2,246200
sa2_current,246300,SA2,246300
sa2_current,247900,SA2,247900
sa2_current,248000,SA2,248000
sa2_current,248200,SA2,248200
sa2_current,248301,SA2,248301
sa2_current,248400,SA2,248400
sa2_current,248500,SA2,248500
sa2_current,248600,SA2,248600
sa2_current,248701,SA2,248701
sa2_current,248800,SA2,248800
sa2_current,248900,SA2,248900
sa2_current,249000,SA2,249000
sa2_current,249101,SA2,249101
sa2_current,249200,SA2,249200
sa2_current,249300,SA2,249300
sa2_current,249401,SA2,249401
sa2_current,249402,SA2,249402
sa2_current,249501,SA2,249501
sa2_current,249701,SA2,249701
sa2_current,249702,SA2,249702
sa2_current,251000,SA2,251000
sa2_current,251100,SA2,251100
sa2_current,251200,SA2,251200
sa2_current,251300,SA2,251300
sa2_current,251400,SA2,251400
sa2_current,251500,SA2,251500
sa2_current,251601,SA2,251601
sa2_current,251602,SA2,251602
sa2_current,251700,SA2,251700
sa2_current,251800,SA2,251800
sa2_current,251900,SA2,251900
sa2_current,252001,SA2,252001
sa2_current,252002,SA2,252002
sa2_current,252100,SA2,252100
sa2_current,252200,SA2,252200
sa2_current,252300,SA2,252300
sa2_current,252501,SA2,252501
sa2_current,252502,SA2,252502
sa2_current,253102,SA2,253102
sa2_current,254000,SA2,254000
sa2_current,254100,SA2,254100
sa2_current,254200,SA2,254200
sa2_current,254300,SA2,254300
sa2_current,254401,SA2,254401
sa2_current,254500,SA2,254500
sa2_current,254600,SA2,254600
sa2_current,254700,SA2,254700
sa2_current,254800,SA2,254800
sa2_current,254900,SA2,254900
sa2_current,255000,SA2,255000
sa2_current,255100,SA2,255100
sa2_current,255200,SA2,255200
sa2_current,255300,SA2,255300
sa2_current,255401,SA2,255401
sa2_current,255501,SA2,255501
sa2_current,255601,SA2,255601
sa2_current,257000,SA2,257000
sa2_current,257100,SA2,257100
sa2_current,257200,SA2,257200
sa2_current,257300,SA2,257300
sa2_current,257400,SA2,257400
sa2_current,257500,SA2,257500
sa2_current,257700,SA2,257700
sa2_current,257801,SA2,257801
sa2_current,257901,SA2,257901
sa2_current,258200,SA2,258200
sa2_current,258400,SA2,258400
sa2_current,300301,SA2,300301
sa2_current,300401,SA2,300401
sa2_current,300500,SA2,300500
sa2_current,300601,SA2,300601
sa2_current,300700,SA2,300700
sa2_current,300801,SA2,300801
sa2_current,300900,SA2,300900
sa2_current,301000,SA2,301000
sa2_current,301101,SA2,301101
sa2_current,301301,SA2,301301
sa2_current,301401,SA2,301401
sa2_current,301602,SA2,301602
sa2_current,301703,SA2,301703
sa2_current,301704,SA2,301704
sa2_current,302600,SA2,302600
sa2_current,302800,SA2,302800
sa2_current,302900,SA2,302900
sa2_current,303001,SA2,303001
sa2_current,303100,SA2,303100
sa2_current,303200,SA2,303200
sa2_current,303300,SA2,303300
sa2_current,303400,SA2,303400
sa2_current,303500,SA2,303500
sa2_current,303600,SA2,303600
sa2_current,303701,SA2,303701
sa2_current,303800,SA2,303800
sa2_current,303901,SA2,303901
sa2_current,304000,SA2,304000
sa2_current,305700,SA2,305700
sa2_current,305800,SA2,305800
sa2_current,305900,SA2,305900
sa2_current,306000,SA2,306000
sa2_current,306100,SA2,306100
sa2_current,306200,SA2,306200
sa2_current,306301,SA2,306301
sa2_current,306401,SA2,306401
sa2_current,306501,SA2,306501
sa2_current,306600,SA2,306600
sa2_current,306701,SA2,306701
sa2_current,306801,SA2,306801
sa2_current,306900,SA2,306900
sa2_current,307000,SA2,307000
sa2_current,307100,SA2,307100
sa2_current,307301,SA2,307301
sa2_current,235400,SA2,235400
sa2_current,235500,SA2,235500
sa2_current,235600,SA2,235600
sa2_current,237200,SA2,237200
sa2_current,237300,SA2,237300
sa2_current,237500,SA2,237500
sa2_current,237600,SA2,237600
sa2_current,237700,SA2,237700
sa2_current,237800,SA2,237800
sa2_current,237900,SA2,237900
sa2_current,238000,SA2,238000
sa2_current,238100,SA2,238100
sa2_current,238200,SA2,238200
sa2_current,238300,SA2,238300
sa2_current,238400,SA2,238400
sa2_current,238500,SA2,238500
sa2_current,238600,SA2,238600
sa2_current,238700,SA2,238700
sa2_current,240300,SA2,240300
sa2_current,240500,SA2,240500
sa2_current,240601,SA2,240601
sa2_current,240700,SA2,240700
sa2_current,240801,SA2,240801
sa2_current,240900,SA2,240900
sa2_current,241000,SA2,241000
sa2_current,241100,SA2,241100
sa2_current,241200,SA2,241200
sa2_current,241300,SA2,241300
sa2_current,241400,SA2,241400
sa2_current,241500,SA2,241500
sa2_current,241600,SA2,241600
sa2_current,241700,SA2,241700
sa2_current,243300,SA2,243300
sa2_current,243400,SA2,243400
sa2_current,243500,SA2,243500
sa2_current,243600,SA2,243600
sa2_current,243700,SA2,243700
sa2_current,243800,SA2,243800
sa2_current,243900,SA2,243900
sa2_current,244000,SA2,244000
sa2_current,244100,SA2,244100
sa2_current,244200,SA2,244200
sa2_current,244300,SA2,244300
sa2_current,244400,SA2,244400
sa2_current,244500,SA2,244500
sa2_current,244600,SA2,244600
sa2_current,244700,SA2,244700
sa2_current,246400,SA2,246400
sa2_current,246600,SA2,246600
sa2_current,246700,SA2,246700
sa2_current,246800,SA2,246800
sa2_current,246900,SA2,246900
sa2_current,247000,SA2,247000
sa2_current,247100,SA2,247100
sa2_current,247200,SA2,247200
sa2_current,247300,SA2,247300
sa2_current,247400,SA2,247400
sa2_current,247501,SA2,247501
sa2_current,247600,SA2,247600
sa2_current,247700,SA2,247700
sa2_current,247800,SA2,247800
sa2_current,248101,SA2,248101
sa2_current,248102,SA2,248102
sa2_current,249600,SA2,249600
sa2_current,249800,SA2,249800
sa2_current,249900,SA2,249900
sa2_current,250000,SA2,250000
sa2_current,250100,SA2,250100
sa2_current,250200,SA2,250200
sa2_current,250300,SA2,250300
sa2_current,250401,SA2,250401
sa2_current,250500,SA2,250500
sa2_current,250600,SA2,250600
sa2_current,250700,SA2,250700
sa2_current,250800,SA2,250800
sa2_current,250901,SA2,250901
sa2_current,250902,SA2,250902
sa2_current,252400,SA2,252400
sa2_current,252600,SA2,252600
sa2_current,252700,SA2,252700
sa2_current,252800,SA2,252800
sa2_current,252900,SA2,252900
sa2_current,253000,SA2,253000
sa2_current,253101,SA2,253101
sa2_current,253200,SA2,253200
sa2_current,253300,SA2,253300
sa2_current,253400,SA2,253400
sa2_current,253501,SA2,253501
sa2_current,253600,SA2,253600
sa2_current,253700,SA2,253700
sa2_current,253800,SA2,253800
sa2_current,253900,SA2,253900
sa2_current,255700,SA2,255700
sa2_current,255800,SA2,255800
sa2_current,255900,SA2,255900
sa2_current,256000,SA2,256000
sa2_current,256100,SA2,256100
sa2_current,256200,SA2,256200
sa2_current,256301,SA2,256301
sa2_current,256400,SA2,256400
sa2_current,256500,SA2,256500
sa2_current,256600,SA2,256600
sa2_current,256700,SA2,256700
sa2_current,256800,SA2,256800
sa2_current,256900,SA2,256900
sa2_current,258500,SA2,258500
sa2_current,258600,SA2,258600
sa2_current,258800,SA2,258800
sa2_current,258900,SA2,258900
sa2_current,259000,SA2,259000
sa2_current,259100,SA2,259100
sa2_current,259400,SA2,259400
sa2_current,259500,SA2,259500
sa2_current,259600,SA2,259600
sa2_current,259700,SA2,259700
sa2_current,301200,SA2,301200
sa2_current,301500,SA2,301500
sa2_current,301601,SA2,301601
sa2_current,301800,SA2,301800
sa2_current,302000,SA2,302000
sa2_current,302101,SA2,302101
sa2_current,302201,SA2,302201
sa2_current,302300,SA2,302300
sa2_current,302400,SA2,302400
sa2_current,302500,SA2,302500
sa2_current,302701,SA2,302701
sa2_current,304100,SA2,304100
sa2_current,304200,SA2,304200
sa2_current,304300,SA2,304300
sa2_current,304400,SA2,304400
sa2_current,304500,SA2,304500
sa2_current,304600,SA2,304600
sa2_current,304700,SA2,304700
sa2_current,304800,SA2,304800
sa2_current,304900,SA2,304900
sa2_current,305000,SA2,305000
sa2_current,305100,SA2,305100
sa2_current,305200,SA2,305200
sa2_current,305300,SA2,305300
sa2_current,305400,SA2,305400
sa2_current,305500,SA2,305500
sa2_current,305600,SA2,305600
sa2_current,307200,SA2,307200
sa2_current,307400,SA2,307400
sa2_current,307501,SA2,307501
sa2_current,307601,SA2,307601
sa2_current,307700,SA2,307700
sa2_current,307801,SA2,307801
sa2_current,307900,SA2,307900
sa2_current,308000,SA2,308000
sa2_current,308100,SA2,308100
sa2_current,308200,SA2,308200
sa2_current,308300,SA2,308300
sa2_current,308400,SA2,308400
sa2_current,308500,SA2,308500
sa2_current,308600,SA2,308600
sa2_current,310200,SA2,310200
sa2_current,310300,SA2,310300
sa2_current,310400,SA2,310400
sa2_current,310500,SA2,310500
sa2_current,310600,SA2,310600
sa2_current,310700,SA2,310700
sa2_current,310801,SA2,310801
sa2_current,310901,SA2,310901
sa2_current,311000,SA2,311000
sa2_current,311101,SA2,311101
sa2_current,311200,SA2,311200
sa2_current,311300,SA2,311300
sa2_current,311401,SA2,311401
sa2_current,311501,SA2,311501
sa2_current,311701,SA2,311701
sa2_current,312001,SA2,312001
sa2_current,313300,SA2,313300
sa2_current,313400,SA2,313400
sa2_current,313500,SA2,313500
sa2_current,313600,SA2,313600
sa2_current,313700,SA2,313700
sa2_current,313801,SA2,313801
sa2_current,313900,SA2,313900
sa2_current,314000,SA2,314000
sa2_current,314100,SA2,314100
sa2_current,314200,SA2,314200
sa2_current,314301,SA2,314301
sa2_current,314400,SA2,314400
sa2_current,314501,SA2,314501
sa2_current,314600,SA2,314600
sa2_current,314701,SA2,314701
sa2_current,314702,SA2,314702
sa2_current,314703,SA2,314703
sa2_current,314801,SA2,314801
sa2_current,314802,SA2,314802
sa2_current,315001,SA2,315001
sa2_current,316300,SA2,316300
sa2_current,316500,SA2,316500
sa2_current,316600,SA2,316600
sa2_current,316700,SA2,316700
sa2_current,316800,SA2,316800
sa2_current,316900,SA2,316900
sa2_current,317000,SA2,317000
sa2_current,317100,SA2,317100
sa2_current,317201,SA2,317201
sa2_current,317301,SA2,317301
sa2_current,317400,SA2,317400
sa2_current,317501,SA2,317501
sa2_current,317600,SA2,317600
sa2_current,317701,SA2,317701
sa2_current,318402,SA2,318402
sa2_current,319300,SA2,319300
sa2_current,319400,SA2,319400
sa2_current,319500,SA2,319500
sa2_current,319600,SA2,319600
sa2_current,319700,SA2,319700
sa2_current,319800,SA2,319800
sa2_current,319900,SA2,319900
sa2_current,320000,SA2,320000
sa2_current,320100,SA2,320100
sa2_current,320200,SA2,320200
sa2_current,320300,SA2,320300
sa2_current,320400,SA2,320400
sa2_current,320501,SA2,320501
sa2_current,320600,SA2,320600
sa2_current,320700,SA2,320700
sa2_current,320800,SA2,320800
sa2_current,321101,SA2,321101
sa2_current,321102,SA2,321102
sa2_current,321302,SA2,321302
sa2_current,322400,SA2,322400
sa2_current,322500,SA2,322500
sa2_current,322600,SA2,322600
sa2_current,322700,SA2,322700
sa2_current,322800,SA2,322800
sa2_current,322900,SA2,322900
sa2_current,323000,SA2,323000
sa2_current,323100,SA2,323100
sa2_current,323200,SA2,323200
sa2_current,323300,SA2,323300
sa2_current,323400,SA2,323400
sa2_current,323500,SA2,323500
sa2_current,323600,SA2,323600
sa2_current,323700,SA2,323700
sa2_current,323800,SA2,323800
sa2_current,324001,SA2,324001
sa2_current,324502,SA2,324502
sa2_current,325400,SA2,325400
sa2_current,325500,SA2,325500
sa2_current,325700,SA2,325700
sa2_current,325800,SA2,325800
sa2_current,325900,SA2,325900
sa2_current,326000,SA2,326000
sa2_current,326100,SA2,326100
sa2_current,326200,SA2,326200
sa2_current,326301,SA2,326301
sa2_current,326400,SA2,326400
sa2_current,326500,SA2,326500
sa2_current,326600,SA2,326600
sa2_current,326701,SA2,326701
sa2_current,326800,SA2,326800
sa2_current,328500,SA2,328500
sa2_current,328600,SA2,328600
sa2_current,328700,SA2,328700
sa2_current,328800,SA2,328800
sa2_current,328900,SA2,328900
sa2_current,329001,SA2,329001
sa2_current,329100,SA2,329100
sa2_current,329200,SA2,329200
sa2_current,329300,SA2,329300
sa2_current,329400,SA2,329400
sa2_current,329500,SA2,329500
sa2_current,329600,SA2,329600
sa2_current,329700,SA2,329700
sa2_current,329800,SA2,329800
sa2_current,329900,SA2,329900
sa2_current,331500,SA2,331500
sa2_current,331600,SA2,331600
sa2_current,331700,SA2,331700
sa2_current,331900,SA2,331900
sa2_current,332000,SA2,332000
sa2_current,332100,SA2,332100
sa2_current,332200,SA2,332200
sa2_current,332301,SA2,332301
sa2_current,332400,SA2,332400
sa2_current,332501,SA2,332501
sa2_current,332601,SA2,332601
sa2_current,332700,SA2,332700
sa2_current,332801,SA2,332801
sa2_current,332901,SA2,332901
sa2_current,333201,SA2,333201
sa2_current,334700,SA2,334700
sa2_current,334901,SA2,334901
sa2_current,335001,SA2,335001
sa2_current,335101,SA2,335101
sa2_current,335201,SA2,335201
sa2_current,335301,SA2,335301
sa2_current,335302,SA2,335302
sa2_current,335400,SA2,335400
sa2_current,335501,SA2,335501
sa2_current,335502,SA2,335502
sa2_current,335600,SA2,335600
sa2_current,335701,SA2,335701
sa2_current,335702,SA2,335702
sa2_current,335800,SA2,335800
sa2_current,335901,SA2,335901
sa2_current,336001,SA2,336001
sa2_current,336002,SA2,336002
sa2_current,336101,SA2,336101
sa2_current,336102,SA2,336102
sa2_current,336301,SA2,336301
sa2_current,337600,SA2,337600
sa2_current,337700,SA2,337700
sa2_current,337800,SA2,337800
sa2_current,337900,SA2,337900
sa2_current,338000,SA2,338000
sa2_current,338100,SA2,338100
sa2_current,338200,SA2,338200
sa2_current,338300,SA2,338300
sa2_current,338401,SA2,338401
sa2_current,338501,SA2,338501
sa2_current,338600,SA2,338600
sa2_current,338700,SA2,338700
sa2_current,338800,SA2,338800
sa2_current,338901,SA2,338901
sa2_current,339002,SA2,339002
sa2_current,340700,SA2,340700
sa2_current,341000,SA2,341000
sa2_current,341101,SA2,341101
sa2_current,341201,SA2,341201
sa2_current,341300,SA2,341300
sa2_current,341400,SA2,341400
sa2_current,341501,SA2,341501
sa2_current,341801,SA2,341801
sa2_current,341900,SA2,341900
sa2_current,342000,SA2,342000
sa2_current,343700,SA2,343700
sa2_current,343900,SA2,343900
sa2_current,344000,SA2,344000
sa2_current,344100,SA2,344100
sa2_current,344200,SA2,344200
sa2_current,344300,SA2,344300
sa2_current,344400,SA2,344400
sa2_current,344500,SA2,344500
sa2_current,307802,SA2,307802
sa2_current,308800,SA2,308800
sa2_current,308900,SA2,308900
sa2_current,309000,SA2,309000
sa2_current,309101,SA2,309101
sa2_current,309201,SA2,309201
sa2_current,309300,SA2,309300
sa2_current,309400,SA2,309400
sa2_current,309500,SA2,309500
sa2_current,309600,SA2,309600
sa2_current,309700,SA2,309700
sa2_current,309800,SA2,309800
sa2_current,309900,SA2,309900
sa2_current,310000,SA2,310000
sa2_current,310101,SA2,310101
sa2_current,311800,SA2,311800
sa2_current,311900,SA2,311900
sa2_current,312100,SA2,312100
sa2_current,312200,SA2,312200
sa2_current,312300,SA2,312300
sa2_current,312400,SA2,312400
sa2_current,312500,SA2,312500
sa2_current,312600,SA2,312600
sa2_current,312700,SA2,312700
sa2_current,312801,SA2,312801
sa2_current,312901,SA2,312901
sa2_current,313000,SA2,313000
sa2_current,313100,SA2,313100
sa2_current,313200,SA2,313200
sa2_current,314900,SA2,314900
sa2_current,315100,SA2,315100
sa2_current,315200,SA2,315200
sa2_current,315301,SA2,315301
sa2_current,315400,SA2,315400
sa2_current,315500,SA2,315500
sa2_current,315601,SA2,315601
sa2_current,315700,SA2,315700
sa2_current,315800,SA2,315800
sa2_current,315901,SA2,315901
sa2_current,316000,SA2,316000
sa2_current,316100,SA2,316100
sa2_current,316200,SA2,316200
sa2_current,316401,SA2,316401
sa2_current,317800,SA2,317800
