dim2_type,dim2_code,dimension2_type,dimension2_code
sa3_current,55340,SA3,55340
sa3_current,55350,SA3,55350
sa3_current,55360,SA3,55360
sa3_current,55390,SA3,55390
sa3_current,55400,SA3,55400
sa3_current,55410,SA3,55410
sa3_current,55440,SA3,55440
sa3_current,55450,SA3,55450
sa3_current,55460,SA3,55460
sa3_current,55490,SA3,55490
sa3_current,55500,SA3,55500
sa3_current,55510,SA3,55510
sa3_current,55540,SA3,55540
sa3_current,55550,SA3,55550
sa3_current,55560,SA3,55560
sa3_current,55590,SA3,55590
sa3_current,55600,SA3,55600
sa3_current,55610,SA3,55610
sa3_current,55640,SA3,55640
sa3_current,55650,SA3,55650
sa3_current,55660,SA3,55660
sa3_current,55700,SA3,55700
sa3_current,55710,SA3,55710
sa3_current,55750,SA3,55750
sa3_current,55760,SA3,55760
sa3_current,55800,SA3,55800
sa3_current,55810,SA3,55810
sa3_current,55850,SA3,55850
sa3_current,55860,SA3,55860
sa3_current,55900,SA3,55900
sa3_current,55910,SA3,55910
sa3_current,55950,SA3,55950
sa3_current,55960,SA3,55960
sa3_current,55970,SA3,55970
sa3_current,56000,SA3,56000
sa3_current,56010,SA3,56010
sa3_current,56020,SA3,56020
sa3_current,56050,SA3,56050
sa3_current,56060,SA3,56060
sa3_current,56070,SA3,56070
sa3_current,56100,SA3,56100
sa3_current,56110,SA3,56110
sa3_current,56120,SA3,56120
sa3_current,56150,SA3,56150
sa3_current,56160,SA3,56160
sa3_current,56170,SA3,56170
sa3_current,56200,SA3,56200
sa3_current,56210,SA3,56210
sa3_current,56250,SA3,56250
sa3_current,56260,SA3,56260
sa3_current,56270,SA3,56270
sa3_current,56320,SA3,56320
sa3_current,60020,SA3,60020
sa3_current,60030,SA3,60030
sa3_current,60070,SA3,60070
sa3_current,60080,SA3,60080
sa3_current,60120,SA3,60120
sa3_current,60130,SA3,60130
sa3_current,60170,SA3,60170
sa3_current,60180,SA3,60180
sa3_current,60220,SA3,60220
sa3_current,60230,SA3,60230
sa3_current,60240,SA3,60240
sa3_current,60270,SA3,60270
sa3_current,60280,SA3,60280
sa3_current,60290,SA3,60290
sa3_current,60320,SA3,60320
sa3_current,60330,SA3,60330
sa3_current,60340,SA3,60340
sa3_current,60370,SA3,60370
sa3_current,60380,SA3,60380
sa3_current,60390,SA3,60390
sa3_current,60420,SA3,60420
sa3_current,60430,SA3,60430
sa3_current,60440,SA3,60440
sa3_current,60470,SA3,60470
sa3_current,60480,SA3,60480
sa3_current,60530,SA3,60530
sa3_current,60540,SA3,60540
sa3_current,60580,SA3,60580
sa3_current,60590,SA3,60590
sa3_current,60630,SA3,60630
sa3_current,60640,SA3,60640
sa3_current,60680,SA3,60680
sa3_current,60690,SA3,60690
sa3_current,60730,SA3,60730
sa3_current,60740,SA3,60740
sa3_current,60780,SA3,60780
sa3_current,60790,SA3,60790
sa3_current,60830,SA3,60830
sa3_current,60840,SA3,60840
sa3_current,60850,SA3,60850
sa3_current,60880,SA3,60880
sa3_current,60890,SA3,60890
sa3_current,60900,SA3,60900
sa3_current,60930,SA3,60930
sa3_current,60940,SA3,60940
sa3_current,60950,SA3,60950
sa3_current,60980,SA3,60980
sa3_current,60990,SA3,60990
sa3_current,61000,SA3,61000
sa3_current,61030,SA3,61030
sa3_current,61040,SA3,61040
sa3_current,61050,SA3,61050
sa3_current,61080,SA3,61080
sa3_current,61090,SA3,61090
sa3_current,61100,SA3,61100
sa3_current,61140,SA3,61140
sa3_current,61150,SA3,61150
sa3_current,61190,SA3,61190
sa3_current,61200,SA3,61200
sa3_current,61240,SA3,61240
sa3_current,61250,SA3,61250
sa3_current,61290,SA3,61290
sa3_current,61300,SA3,61300
sa3_current,61340,SA3,61340
sa3_current,61410,SA3,61410
sa3_current,61420,SA3,61420
sa3_current,61430,SA3,61430
sa3_current,61470,SA3,61470
sa3_current,61480,SA3,61480
sa3_current,61520,SA3,61520
sa3_current,61530,SA3,61530
sa3_current,61570,SA3,61570
sa3_current,61580,SA3,61580
sa3_current,61620,SA3,61620
sa3_current,61630,SA3,61630
sa3_current,61670,SA3,61670
sa3_current,61680,SA3,61680
sa3_current,61730,SA3,61730
sa3_current,61780,SA3,61780
sa3_current,61790,SA3,61790
sa3_current,61820,SA3,61820
sa3_current,61830,SA3,61830
sa3_current,61840,SA3,61840
sa3_current,61870,SA3,61870
sa3_current,61880,SA3,61880
sa3_current,61890,SA3,61890
sa3_current,61920,SA3,61920
sa3_current,61940,SA3,61940
sa3_current,61970,SA3,61970
sa3_current,61980,SA3,61980
sa3_current,61990,SA3,61990
sa3_current,62020,SA3,62020
sa3_current,62030,SA3,62030
sa3_current,62040,SA3,62040
sa3_current,62080,SA3,62080
sa3_current,62090,SA3,62090
sa3_current,62130,SA3,62130
sa3_current,62140,SA3,62140
sa3_current,62180,SA3,62180
sa3_current,62190,SA3,62190
sa3_current,62230,SA3,62230
sa3_current,62240,SA3,62240
sa3_current,62280,SA3,62280
sa3_current,62290,SA3,62290
sa3_current,62330,SA3,62330
sa3_current,62340,SA3,62340
sa3_current,62350,SA3,62350
sa3_current,62380,SA3,62380
sa3_current,62390,SA3,62390
sa3_current,62400,SA3,62400
sa3_current,62430,SA3,62430
sa3_current,62440,SA3,62440
sa3_current,62450,SA3,62450
sa3_current,62490,SA3,62490
sa3_current,62500,SA3,62500
sa3_current,62530,SA3,62530
sa3_current,62540,SA3,62540
sa3_current,62550,SA3,62550
sa3_current,62580,SA3,62580
sa3_current,62590,SA3,62590
sa3_current,62600,SA3,62600
sa3_current,62630,SA3,62630
sa3_current,62640,SA3,62640
sa3_current,62650,SA3,62650
sa3_current,62690,SA3,62690
sa3_current,62700,SA3,62700
sa3_current,62740,SA3,62740
sa3_current,62750,SA3,62750
sa3_current,62790,SA3,62790
sa3_current,62800,SA3,62800
sa3_current,62840,SA3,62840
sa3_current,61350,SA3,61350
sa3_current,61390,SA3,61390
sa3_current,61400,SA3,61400
sa3_current,61440,SA3,61440
sa3_current,61450,SA3,61450
sa3_current,61460,SA3,61460
sa3_current,61500,SA3,61500
sa3_current,61510,SA3,61510
sa3_current,61540,SA3,61540
sa3_current,61550,SA3,61550
sa3_current,61560,SA3,61560
sa3_current,61590,SA3,61590
sa3_current,61600,SA3,61600
sa3_current,61610,SA3,61610
sa3_current,61640,SA3,61640
sa3_current,61650,SA3,61650
sa3_current,61660,SA3,61660
sa3_current,61690,SA3,61690
sa3_current,61700,SA3,61700
sa3_current,61710,SA3,61710
sa3_current,61750,SA3,61750
sa3_current,61760,SA3,61760
sa3_current,61810,SA3,61810
sa3_current,61850,SA3,61850
sa3_current,61860,SA3,61860
sa3_current,61900,SA3,61900
sa3_current,61910,SA3,61910
sa3_current,61950,SA3,61950
sa3_current,61960,SA3,61960
sa3_current,62000,SA3,62000
sa3_current,62010,SA3,62010
sa3_current,62050,SA3,62050
sa3_current,62060,SA3,62060
sa3_current,62070,SA3,62070
sa3_current,62100,SA3,62100
sa3_current,62110,SA3,62110
sa3_current,62120,SA3,62120
sa3_current,62150,SA3,62150
sa3_current,62160,SA3,62160
sa3_current,62170,SA3,62170
sa3_current,62200,SA3,62200
sa3_current,62210,SA3,62210
sa3_current,62220,SA3,62220
sa3_current,62250,SA3,62250
sa3_current,62260,SA3,62260
sa3_current,62270,SA3,62270
sa3_current,62300,SA3,62300
sa3_current,62310,SA3,62310
sa3_current,62320,SA3,62320
sa3_current,62360,SA3,62360
sa3_current,62370,SA3,62370
sa3_current,62410,SA3,62410
sa3_current,62420,SA3,62420
sa3_current,62460,SA3,62460
sa3_current,62470,SA3,62470
sa3_current,62510,SA3,62510
sa3_current,62520,SA3,62520
sa3_current,62560,SA3,62560
sa3_current,62570,SA3,62570
sa3_current,62610,SA3,62610
sa3_current,62620,SA3,62620
sa3_current,62660,SA3,62660
sa3_current,62670,SA3,62670
sa3_current,62680,SA3,62680
sa3_current,62710,SA3,62710
sa3_current,62720,SA3,62720
sa3_current,62730,SA3,62730
sa3_current,62760,SA3,62760
sa3_current,62770,SA3,62770
sa3_current,62780,SA3,62780
sa3_current,62820,SA3,62820
age,0,single year age,000
age,1,single year age,001
age,2,single year age,002
age,3,single year age,003
age,4,single year age,004
age,5,single year age,005
age,6,single year age,006
age,7,single year age,007
age,8,single year age,008
age,9,single year age,009
age,10,single year age,010
age,11,single year age,011
age,12,single year age,012
age,13,single year age,013
age,14,single year age,014
age,15,single year age,015
age,16,single year age,016
age,17,single year age,017
age,18,single year age,018
age,19,single year age,019
age,20,single year age,020
age,21,single year age,021
age,22,single year age,022
age,23,single year age,023
age,24,single year age,024
age,25,single year age,025
age_current,0,single year age,000
age_current,1,single year age,001
age_current,2,single year age,002
age_current,3,single year age,003
age_current,4,single year age,004
age_current,5,single year age,005
age_current,6,single year age,006
age_current,7,single year age,007
age_current,8,single year age,008
age_current,9,single year age,009
age_current,10,single year age,010
age_current,11,single year age,011
age_current,12,single year age,012
age_current,13,single year age,013
age_current,14,single year age,014
age_current,15,single year age,015
age_current,16,single year age,016
age_current,17,single year age,017
age_current,18,single year age,018
age_current,19,single year age,019
age_current,20,single year age,020
age_current,21,single year age,021
age_current,22,single year age,022
age_current,23,single year age,023
age_current,24,single year age,024
age_current,25,single year age,025
